host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_group_cleansed,latitude,longitude,availability_30,availability_90,availability_365,property_type,room_type,accommodates,bedrooms,beds,instant_bookable,price,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_cleanliness,calculated_host_listings_count,calculated_host_listings_count_private_rooms,bathroom_qty,bathroom_type,Long term stays allowed,Television,Heater,Internet,Air Conditioning,Essentials,Swimming Pool,Washer,Refrigerator,Cooking basics,Gym,Bathtub,Coffee,Clothing storage,Garden,Elevator,Security Lock,Patio or balcony,BBQ Grill,Sound system,name_len,desc_len,mrtDisp,nearestMRT,cityDisp
within an hour,0.99,0.82,f,t,t,Queenstown,Central Region,1.2796,103.78536,0.43333333333333335,0.7777777777777778,0.9452054794520548,Hotel,Private room,6,3.0,6.0,f,223.0,3,1.61,4.67,4.33,44,42,1.0,shared,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8,166,0.5440597682722631,Haw Par Villa,7.197620590455616
a few days or more,0.0,0.3,f,t,t,Bukit Merah,Central Region,1.27489,103.83283,0.9666666666666667,0.9888888888888889,0.9972602739726028,Apartment,Entire home/apt,2,1.0,1.0,t,188.0,18,0.55,3.94,4.56,13,4,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,145,0.9526234835167396,Outram Park,2.125513946654108
a few days or more,0.0,0.3,f,t,t,Bukit Merah,Central Region,1.27489,103.83246,0.9666666666666667,0.9888888888888889,0.9972602739726028,Apartment,Entire home/apt,2,1.0,1.0,f,181.0,2,0.26,4.0,4.5,13,4,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,145,0.9847872816600866,Outram Park,2.162526762021735
unknown,0.8849536231883985,0.11,f,t,t,Kallang,Central Region,1.3118,103.85934,0.9,0.9666666666666667,0.23835616438356164,House,Private room,2,1.0,1.0,f,190.0,2,0.06,4.5,4.0,6,6,2.0,baths,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,165,0.46684758562188455,Bendemeer,3.3348160297644003
unknown,0.8849536231883985,0.7301176800224078,f,t,t,Outram,Central Region,1.28038,103.84195,0.0,0.0,0.19452054794520549,Hotel,Private room,2,1.0,1.0,t,255.0,10,0.3,5.0,4.7,4,4,2.0,shared,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8,141,0.27700084859287866,Outram Park,0.9519784192326908
within an hour,1.0,0.95,t,t,t,Rochor,Central Region,1.29684,103.85194,0.0,0.0,0.0,Apartment,Entire home/apt,2,1.0,1.0,t,175.0,14,0.43,4.93,5.0,26,5,1.0,baths,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,152,0.1370409001843137,Bras Basah,1.520949103461742
unknown,0.8849536231883985,0.7301176800224078,f,t,t,Outram,Central Region,1.28038,103.84195,0.0,0.0,0.19452054794520549,Hotel,Private room,2,1.0,1.0,t,281.0,1,0.03,5.0,5.0,4,4,2.0,shared,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,112,0.27700084859287866,Outram Park,0.9519784192326908
a few days or more,0.0,0.25,f,t,f,Geylang,Central Region,1.31586,103.88265,1.0,1.0,1.0,Hotel,Private room,8,1.0,8.0,f,269.0,3,0.09,5.0,5.0,6,3,2.0,shared,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,154,0.06939975115550671,Aljunied,5.126596962269964
within an hour,1.0,0.95,t,t,t,Rochor,Central Region,1.29918,103.85212,0.0,0.0,0.0,Apartment,Entire home/apt,2,1.0,1.0,t,175.0,5,0.22,5.0,5.0,26,5,1.0,baths,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,154,0.24998773093935525,Bencoolen,1.78143582473221
within an hour,1.0,0.95,t,t,t,Rochor,Central Region,1.29692,103.85195,0.0,0.0,0.0,Apartment,Entire home/apt,2,1.0,1.0,f,222.0,5,0.16,4.8,4.8,26,5,1.0,baths,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,156,0.1374421401133345,Bras Basah,1.5299124660574968
unknown,0.8849536231883985,0.5,f,t,t,Bukit Merah,Central Region,1.27395,103.83335,0.7666666666666667,0.9222222222222223,0.9808219178082191,Apartment,Entire home/apt,2,1.0,1.0,f,228.0,1,0.1,3.0,5.0,7,0,1.0,baths,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,128,0.9812013068285245,Outram Park,2.1229437454736204
unknown,0.8849536231883985,0.5,f,t,t,Bukit Merah,Central Region,1.27209,103.83428,0.7666666666666667,0.9222222222222223,0.9808219178082191,Apartment,Entire home/apt,2,1.0,1.0,f,228.0,1,0.03,5.0,5.0,7,0,1.0,baths,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,146,1.0810837067281458,Outram Park,2.146553646982901
unknown,0.8849536231883985,1.0,f,t,t,Bukit Batok,West Region,1.35835,103.76498,0.9666666666666667,0.9888888888888889,0.24383561643835616,Apartment,Private room,2,1.0,2.0,t,120.0,0,0.0,0.0,0.0,2,2,1.0,shared,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.5997413827238842,Hillview,12.60829691387652
within an hour,0.99,0.82,f,t,t,Queenstown,Central Region,1.28165,103.78733,0.8666666666666667,0.9555555555555556,0.989041095890411,Hotel,Private room,4,1.0,3.0,f,359.0,1,0.22,5.0,5.0,44,42,1.0,private,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,169,0.6164826592407691,Haw Par Villa,6.96926550368344
within an hour,0.99,0.82,f,t,t,Queenstown,Central Region,1.28156,103.78553,0.3333333333333333,0.7777777777777778,0.9452054794520548,Hotel,Private room,1,1.0,1.0,f,113.0,3,0.09,3.0,4.5,44,42,1.0,shared,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,170,0.43127595257495904,Haw Par Villa,7.169562306365764
within an hour,0.99,0.82,f,t,t,Queenstown,Central Region,1.28153,103.78572,0.8666666666666667,0.9555555555555556,0.9780821917808219,Hotel,Private room,4,1.0,5.0,f,359.0,2,0.85,3.0,2.5,44,42,1.0,private,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,168,0.4519452566504665,Haw Par Villa,7.1485393557852985
within an hour,0.99,0.82,f,t,t,Queenstown,Central Region,1.28152,103.78567,0.7666666666666667,0.9222222222222223,0.9808219178082191,Hotel,Private room,4,1.0,2.0,f,203.0,0,0.0,0.0,0.0,44,42,1.0,private,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8,166,0.4473015197528722,Haw Par Villa,7.15412630279965
unknown,0.8849536231883985,1.0,t,t,t,Bukit Panjang,West Region,1.37214,103.76667,0.0,0.2222222222222222,0.3041095890410959,Apartment,Private room,1,1.0,1.0,f,49.0,4,0.13,5.0,5.0,1,1,1.0,private,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6,114,0.3336616375058559,Cashew,13.54240356473217
within an hour,0.99,0.82,f,t,t,Queenstown,Central Region,1.28098,103.78765,0.8666666666666667,0.9555555555555556,0.989041095890411,Hotel,Private room,2,1.0,2.0,f,183.0,0,0.0,0.0,0.0,44,42,1.0,shared,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12,167,0.6737431880666653,Haw Par Villa,6.936076483017874
within an hour,0.99,0.82,f,t,t,Queenstown,Central Region,1.27971,103.78764,0.9666666666666667,0.9888888888888889,0.9972602739726028,Hotel,Private room,2,1.0,1.0,f,183.0,6,0.19,3.33,3.5,44,42,1.0,shared,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,167,0.619425600662834,Pasir Panjang,6.943874691481716
within an hour,0.99,0.82,f,t,t,Queenstown,Central Region,1.27987,103.78742,0.8666666666666667,0.9555555555555556,0.989041095890411,Hotel,Private room,6,1.0,2.0,f,359.0,1,0.03,4.0,5.0,44,42,1.0,private,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9,168,0.6495911273778323,Pasir Panjang,6.9672944095614655
within an hour,0.99,0.82,f,t,t,Queenstown,Central Region,1.27991,103.78543,0.7666666666666667,0.9222222222222223,0.9808219178082191,Hotel,Private room,4,1.0,4.0,f,266.0,1,0.21,4.0,4.0,44,42,1.0,private,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,165,0.5252355415427192,Haw Par Villa,7.187961078541216
unknown,0.8849536231883985,1.0,t,t,t,Museum,Central Region,1.29735,103.84334,1.0,1.0,0.2493150684931507,Apartment,Private room,2,1.0,1.0,t,75.0,25,0.76,4.84,4.56,3,3,1.0,private,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7,68,0.3400522633511582,Dhoby Ghaut,1.7288443143483723
unknown,0.8849536231883985,0.0,f,t,f,Geylang,Central Region,1.31433,103.88301,1.0,1.0,0.2493150684931507,Apartment,Private room,4,2.0,2.0,f,120.0,1,0.03,5.0,4.0,1,1,1.0,private,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,138,0.23999102014444532,Aljunied,5.036978968348227
a few days or more,0.34,0.0,f,t,t,Geylang,Central Region,1.31633,103.89018,1.0,1.0,0.4931506849315068,Apartment,Entire home/apt,6,3.0,4.0,f,288.0,1,0.03,1.0,1.0,49,0,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,148,0.3894218806341161,Paya Lebar,5.782766958199191
unknown,0.8849536231883985,1.0,f,t,t,Downtown Core,Central Region,1.28216,103.8602,0.9666666666666667,0.9888888888888889,0.4931506849315068,Hotel,Private room,2,1.0,1.0,t,584.0,1,0.06,5.0,5.0,5,4,1.0,private,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,1,0.15985050051721833,Bayfront,1.1409691484445954
unknown,0.8849536231883985,1.0,f,t,t,Downtown Core,Central Region,1.2823,103.86064,1.0,1.0,0.4958904109589041,Hotel,Private room,2,1.0,1.0,t,509.0,1,0.11,5.0,5.0,5,4,1.0,private,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,1,0.20973926435638185,Bayfront,1.1880342808791173
within a few hours,0.94,1.0,t,t,f,River Valley,Central Region,1.30178,103.83315,0.0,0.0,0.4931506849315068,Apartment,Entire home/apt,2,1.0,1.0,t,520.0,0,0.0,0.0,0.0,9,0,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8,149,0.2932543684584204,Orchard,2.780518372830652
within a day,1.0,0.7301176800224078,f,t,t,Kallang,Central Region,1.31042,103.87204,1.0,1.0,1.0,Hotel,Private room,4,1.0,4.0,f,85.0,0,0.0,0.0,0.0,12,12,1.0,shared,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,38,0.14423396825644155,Kallang,3.885480013558087
within a day,1.0,0.7301176800224078,f,t,t,Kallang,Central Region,1.31159,103.87205,1.0,1.0,1.0,Hotel,Private room,6,1.0,6.0,f,125.0,1,0.03,5.0,5.0,12,12,1.0,shared,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,34,0.07564593768528848,Kallang,3.987979140933676
within a few hours,1.0,0.44,f,t,t,Downtown Core,Central Region,1.2738,103.84515,0.9666666666666667,0.9888888888888889,0.9972602739726028,Apartment,Entire home/apt,4,2.0,2.0,f,290.0,0,0.0,0.0,0.0,88,0,2.0,baths,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,135,0.33925553075450426,Tanjong Pagar,1.1859923010849986
within a day,1.0,0.0,f,t,t,Bukit Merah,Central Region,1.27286,103.83282,0.7,0.9,0.9753424657534246,Apartment,Entire home/apt,3,1.0,1.0,f,228.0,0,0.0,0.0,0.0,8,0,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,1,1.1102322040281376,Outram Park,2.2349911256063444
within a day,0.75,0.7301176800224078,f,t,t,Hougang,North-East Region,1.35303,103.88224,0.0,0.0,0.0,House,Private room,2,1.0,1.0,f,60.0,0,0.0,0.0,0.0,1,1,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,86,0.8616612090489673,Kovan,8.541881517856483
unknown,0.8849536231883985,0.7301176800224078,f,t,t,Downtown Core,Central Region,1.2805,103.8518,0.9666666666666667,0.9888888888888889,0.9972602739726028,Apartment,Entire home/apt,1,1.0,1.0,t,400.0,1,0.03,0.0,0.0,1,0,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,129,0.1581787831474264,Downtown,0.37010390779453717
a few days or more,0.0,0.25,f,t,f,Geylang,Central Region,1.31559,103.88275,1.0,1.0,1.0,Hotel,Shared room,6,1.0,6.0,f,34.0,6,0.18,3.67,3.83,6,3,2.0,shared,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,0.09830550234533621,Aljunied,5.113347782789624
within a day,0.9,1.0,f,t,t,Kallang,Central Region,1.3116,103.86012,0.0,0.0,0.7232876712328767,Apartment,Private room,1,1.0,1.0,t,49.0,1,0.03,5.0,5.0,97,95,3.0,shared,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,150,0.4034605284524031,Bendemeer,3.3418735429384028
within a day,0.8,0.86,f,t,t,Kallang,Central Region,1.30996,103.86019,0.0,0.0,0.7232876712328767,Apartment,Private room,1,1.0,1.0,t,49.0,0,0.0,0.0,0.0,46,45,3.0,shared,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,151,0.42291171163007585,Lavender,3.173521087544264
a few days or more,0.0,0.0,f,t,f,Kallang,Central Region,1.3127,103.86127,1.0,1.0,1.0,Hotel,Private room,4,1.0,4.0,f,106.0,2,0.06,4.0,4.0,2,2,2.0,shared,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,122,0.2302706206205888,Bendemeer,3.500981511726721
within a day,0.9,1.0,f,t,t,Kallang,Central Region,1.31006,103.86192,0.0,0.0,0.726027397260274,Apartment,Private room,1,1.0,1.0,t,49.0,3,0.09,5.0,5.0,97,95,3.0,shared,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,151,0.30834775201894676,Lavender,3.2572970574131945
a few days or more,0.0,0.0,f,t,f,Kallang,Central Region,1.3125,103.86121,1.0,1.0,1.0,Hotel,Private room,10,1.0,10.0,f,246.0,2,0.06,3.0,3.5,2,2,1.0,private,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,124,0.24716713356342432,Bendemeer,3.477828785801774
within a day,1.0,1.0,f,t,t,Bukit Merah,Central Region,1.28378,103.83318,0.5,0.8333333333333334,0.958904109589041,Apartment,Private room,1,1.0,1.0,t,40.0,1,0.04,5.0,5.0,65,64,2.0,shared,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,154,0.7575912193465599,Tiong Bahru,1.8705935741575948
within an hour,1.0,0.84,f,t,t,Jurong East,West Region,1.33707,103.74169,0.0,0.0,0.0,Apartment,Entire home/apt,2,1.0,1.0,f,134.0,0,0.0,0.0,0.0,143,0,1.0,baths,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,153,0.4350056940992467,Jurong East,13.443174796485367
within an hour,1.0,0.84,f,t,t,Jurong East,West Region,1.33713,103.74175,0.0,0.0,0.0,Apartment,Entire home/apt,4,2.0,2.0,f,161.0,0,0.0,0.0,0.0,143,0,2.0,baths,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,150,0.4406065444676405,Jurong East,13.440170980105645
unknown,0.8849536231883985,0.0,f,t,t,Rochor,Central Region,1.3011,103.86049,1.0,1.0,0.6794520547945205,Hotel,Shared room,1,1.0,1.0,t,103.0,2,0.06,4.0,4.0,6,0,6.0,shared,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,162,0.34099079556007444,Nicoll Highway,2.297259510552462
within an hour,1.0,1.0,f,t,t,Queenstown,Central Region,1.29194,103.76775,0.7333333333333333,0.9111111111111111,0.9780821917808219,Hotel,Private room,2,1.0,2.0,t,190.0,2,0.16,4.5,4.5,4,4,1.0,private,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,61,1.8606009476346175,Haw Par Villa,9.193820109274025
unknown,0.8849536231883985,0.7301176800224078,f,t,t,Bukit Timah,Central Region,1.33506,103.78559,0.0,0.0,0.0,Apartment,Private room,2,1.0,1.0,f,140.0,2,0.06,5.0,5.0,1,1,1.0,shared,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,135,0.27534190902761957,King Albert Park,9.18661141160846
within an hour,1.0,1.0,f,t,t,Queenstown,Central Region,1.29196,103.7697,0.6666666666666666,0.8888888888888888,0.9726027397260274,Hotel,Private room,2,1.0,1.0,t,190.0,2,0.14,5.0,5.0,4,4,1.0,private,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,64,1.6491847338198802,Kent Ridge,8.978498039483561
unknown,0.8849536231883985,0.0,f,t,t,Geylang,Central Region,1.31305,103.88743,1.0,1.0,0.2493150684931507,Apartment,Private room,2,1.0,1.0,f,68.0,0,0.0,0.0,0.0,1,1,1.0,shared,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,143,0.5319354927310994,Dakota,5.315715989069288
within an hour,1.0,1.0,f,t,t,Queenstown,Central Region,1.29133,103.76769,0.7333333333333333,0.9111111111111111,0.9780821917808219,Hotel,Private room,2,1.0,1.0,t,172.0,1,0.14,3.0,4.0,4,4,1.0,private,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,78,1.8316639721229282,Haw Par Villa,9.193619411962311
within an hour,0.98,0.99,t,t,t,Queenstown,Central Region,1.28401,103.785,0.1,0.5555555555555556,0.2465753424657534,Apartment,Entire home/apt,4,1.0,2.0,t,250.0,60,1.88,4.9,4.77,8,4,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,7,170,0.3479332741121078,Haw Par Villa,7.226297637407624
within an hour,0.98,0.99,t,t,t,Queenstown,Central Region,1.2837,103.78496,0.13333333333333333,0.6222222222222222,0.26301369863013696,Apartment,Entire home/apt,4,1.0,2.0,t,250.0,55,1.83,4.98,4.93,8,4,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,7,165,0.3356938727130169,Haw Par Villa,7.230450291370344
within an hour,1.0,0.89,f,t,t,Woodlands,North Region,1.4304,103.77993,0.23333333333333334,0.7444444444444445,0.936986301369863,Apartment,Private room,2,1.0,2.0,f,37.0,9,0.3,5.0,5.0,4,4,1.0,shared,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9,159,0.686674335259714,Marsiling,18.116766796164793
unknown,0.8849536231883985,0.0,f,t,f,Rochor,Central Region,1.30868,103.85484,1.0,1.0,0.2493150684931507,Apartment,Private room,2,1.0,1.0,f,25.0,3,0.09,3.33,3.0,1,1,2.0,baths,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,82,0.3543279830668231,Jalan Besar,2.872963313615856
within a day,0.9,1.0,f,t,t,Kallang,Central Region,1.3119,103.86177,0.0,0.0,0.726027397260274,Apartment,Private room,1,1.0,1.0,t,49.0,1,0.03,5.0,5.0,97,95,3.0,shared,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,152,0.24638517241177751,Bendemeer,3.4388269239316074
within a few hours,0.91,0.27,f,t,t,Rochor,Central Region,1.30599,103.85248,0.9666666666666667,0.9888888888888889,0.9972602739726028,Apartment,Entire home/apt,4,2.0,3.0,f,490.0,1,0.03,5.0,5.0,217,18,2.0,baths,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,7,158,0.2658822185039654,Rochor,2.5380343688633578
unknown,0.8849536231883985,0.5,f,t,t,Sengkang,North-East Region,1.38784,103.89001,1.0,1.0,0.2493150684931507,Apartment,Private room,2,1.0,1.0,t,35.0,7,0.22,4.57,4.86,1,1,2.0,shared,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,50,0.6544646251630831,Buangkok,12.446172969360905
within an hour,1.0,0.84,f,t,t,Downtown Core,Central Region,1.27526,103.84376,0.0,0.0,0.0,Apartment,Entire home/apt,2,1.0,1.0,t,127.0,0,0.0,0.0,0.0,143,0,1.0,baths,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,148,0.35733696834985995,Tanjong Pagar,1.1315693015989432
within an hour,1.0,0.84,f,t,t,Downtown Core,Central Region,1.27412,103.84434,0.0,0.0,0.0,Apartment,Entire home/apt,4,2.0,2.0,t,196.0,1,0.06,5.0,5.0,143,0,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9,156,0.3694130654865742,Tanjong Pagar,1.199114290690243
a few days or more,0.0,0.0,f,t,f,Woodlands,North Region,1.44372,103.80708,1.0,1.0,1.0,Apartment,Private room,2,1.0,1.0,t,113.0,0,0.0,0.0,0.0,1,1,1.0,private,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,25,1.5633633566684872,Sembawang,18.46496627899789
within an hour,1.0,0.6,f,t,t,River Valley,Central Region,1.2984,103.83397,1.0,1.0,0.2465753424657534,Apartment,Private room,1,1.0,1.0,t,250.0,1,0.1,1.0,3.0,11,11,1.0,shared,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,156,0.5482177648154849,Somerset,2.4484149018911134
a few days or more,0.0,0.25,f,t,f,Geylang,Central Region,1.31713,103.88446,1.0,1.0,1.0,Hotel,Shared room,6,1.0,6.0,f,27.0,4,0.12,4.0,3.5,6,3,2.0,shared,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,154,0.2023633570441135,Aljunied,5.368948305984053
